,close
2015-08-06,91.4
2015-08-07,91.4
2015-08-10,91.42
2015-08-11,91.4
2015-08-12,91.4
2015-08-13,91.4
2015-08-14,91.38
2015-08-17,91.38
2015-08-18,91.4
2015-08-19,91.42
2015-08-20,91.39
2015-08-21,91.4
2015-08-24,91.4
2015-08-25,91.4
2015-08-26,91.42
2015-08-27,91.4
2015-08-28,91.42
2015-08-31,91.42
2015-09-01,91.42
2015-09-02,91.4
2015-09-03,91.42
2015-09-04,91.4
2015-09-08,91.4
2015-09-09,91.4
2015-09-10,91.38
2015-09-11,91.4
2015-09-14,91.4
2015-09-15,91.38
2015-09-16,91.38
2015-09-17,91.38
2015-09-18,91.38
2015-09-21,91.4
2015-09-22,91.4
2015-09-23,91.38
2015-09-24,91.38
2015-09-25,91.38
2015-09-28,91.4
2015-09-29,91.4
2015-09-30,91.38
2015-10-01,91.4
2015-10-02,91.4
2015-10-05,91.38
2015-10-06,91.38
2015-10-07,91.38
2015-10-08,91.38
2015-10-09,91.38
2015-10-12,91.38
2015-10-13,91.38
2015-10-14,91.38
2015-10-15,91.38
2015-10-16,91.38
2015-10-19,91.38
2015-10-20,91.36
2015-10-21,91.37
2015-10-22,91.38
2015-10-23,91.38
2015-10-26,91.36
2015-10-27,91.36
2015-10-28,91.36
2015-10-29,91.36
2015-10-30,91.36
2015-11-02,91.36
2015-11-03,91.38
2015-11-04,91.36
2015-11-05,91.36
2015-11-06,91.36
2015-11-09,91.38
2015-11-10,91.36
2015-11-11,91.38
2015-11-12,91.38
2015-11-13,91.36
2015-11-16,91.38
2015-11-17,91.36
2015-11-18,91.36
2015-11-19,91.38
2015-11-20,91.36
2015-11-23,91.38
2015-11-24,91.36
2015-11-25,91.36
2015-11-27,91.37
2015-11-30,91.38
2015-12-01,91.36
2015-12-02,91.36
2015-12-03,91.38
2015-12-04,91.38
2015-12-07,91.38
2015-12-08,91.36
2015-12-09,91.34
2015-12-10,91.36
2015-12-11,91.38
2015-12-14,91.38
2015-12-15,91.36
2015-12-16,91.38
2015-12-17,91.36
2015-12-18,91.38
2015-12-21,91.36
2015-12-22,91.36
2015-12-23,91.36
2015-12-24,91.37
2015-12-28,91.36
2015-12-29,91.36
2015-12-30,91.38
2015-12-31,91.36
2016-01-04,91.38
2016-01-05,91.38
2016-01-06,91.34
2016-01-07,91.36
2016-01-08,91.36
2016-01-11,91.36
2016-01-12,91.38
2016-01-13,91.36
2016-01-14,91.34
2016-01-15,91.34
2016-01-19,91.36
2016-01-20,91.36
2016-01-21,91.38
2016-01-22,91.34
2016-01-25,91.36
2016-01-26,91.34
2016-01-27,91.36
2016-01-28,91.36
2016-01-29,91.38
2016-02-01,91.34
2016-02-02,91.34
2016-02-03,91.36
2016-02-04,91.38
2016-02-05,91.38
2016-02-08,91.36
2016-02-09,91.38
2016-02-10,91.36
2016-02-11,91.37
2016-02-12,91.36
2016-02-16,91.36
2016-02-17,91.36
2016-02-18,91.38
2016-02-19,91.38
2016-02-22,91.3798
2016-02-23,91.36
2016-02-24,91.38
2016-02-25,91.36
2016-02-26,91.36
2016-02-29,91.38
2016-03-01,91.38
2016-03-02,91.36
2016-03-03,91.38
2016-03-04,91.38
2016-03-07,91.38
2016-03-08,91.3602
2016-03-09,91.38
2016-03-10,91.38
2016-03-11,91.36
2016-03-14,91.36
2016-03-15,91.36
2016-03-16,91.38
2016-03-17,91.36
2016-03-18,91.36
2016-03-21,91.38
2016-03-22,91.37
2016-03-23,91.36
2016-03-24,91.38
2016-03-28,91.38
2016-03-29,91.38
2016-03-30,91.38
2016-03-31,91.38
2016-04-01,91.38
2016-04-04,91.38
2016-04-05,91.4
2016-04-06,91.4
2016-04-07,91.38
2016-04-08,91.4
2016-04-11,91.38
2016-04-12,91.38
2016-04-13,91.4
2016-04-14,91.4
2016-04-15,91.38
2016-04-18,91.4
2016-04-19,91.4
2016-04-20,91.4
2016-04-21,91.38
2016-04-22,91.4
2016-04-25,91.38
2016-04-26,91.4
2016-04-27,91.4
2016-04-28,91.4
2016-04-29,91.42
2016-05-02,91.4
2016-05-03,91.42
2016-05-04,91.4
2016-05-05,91.4
2016-05-06,91.42
2016-05-09,91.42
2016-05-10,91.42
2016-05-11,91.38
2016-05-12,91.38
2016-05-13,91.38
2016-05-16,91.38
2016-05-17,91.38
2016-05-18,91.4
2016-05-19,91.38
2016-05-20,91.4
2016-05-23,91.42
2016-05-24,91.38
2016-05-25,91.4
2016-05-26,91.4
2016-05-27,91.42
2016-05-31,91.42
2016-06-01,91.42
2016-06-02,91.4
2016-06-03,91.42
2016-06-06,91.44
2016-06-07,91.44
2016-06-08,91.44
2016-06-09,91.4
2016-06-10,91.4
2016-06-13,91.4
2016-06-14,91.4
2016-06-15,91.4
2016-06-16,91.42
2016-06-17,91.4
2016-06-20,91.42
2016-06-21,91.42
2016-06-22,91.42
2016-06-23,91.42
2016-06-24,91.4
2016-06-27,91.4
2016-06-28,91.4
2016-06-29,91.4
2016-06-30,91.4
2016-07-01,91.44
2016-07-05,91.44
2016-07-06,91.42
2016-07-07,91.44
2016-07-08,91.42
2016-07-11,91.44
2016-07-12,91.4
2016-07-13,91.42
2016-07-14,91.44
2016-07-15,91.42
2016-07-18,91.42
2016-07-19,91.44
2016-07-20,91.44
2016-07-21,91.44
2016-07-22,91.44
2016-07-25,91.42
2016-07-26,91.42
2016-07-27,91.44
2016-07-28,91.42
2016-07-29,91.44
2016-08-01,91.42
2016-08-02,91.44
2016-08-03,91.42
2016-08-04,91.42
2016-08-05,91.42
2016-08-08,91.42
2016-08-09,91.42
2016-08-10,91.42
2016-08-11,91.42
2016-08-12,91.42
2016-08-15,91.42
2016-08-16,91.42
2016-08-17,91.42
2016-08-18,91.44
2016-08-19,91.42
2016-08-22,91.42
2016-08-23,91.42
2016-08-24,91.44
2016-08-25,91.42
2016-08-26,91.42
2016-08-29,91.44
2016-08-30,91.44
2016-08-31,91.44
2016-09-01,91.44
2016-09-02,91.46
2016-09-06,91.46
2016-09-07,91.44
2016-09-08,91.44
2016-09-09,91.46
2016-09-12,91.42
2016-09-13,91.44
2016-09-14,91.44
2016-09-15,91.44
2016-09-16,91.44
2016-09-19,91.44
2016-09-20,91.44
2016-09-21,91.44
2016-09-22,91.46
2016-09-23,91.46
2016-09-26,91.46
2016-09-27,91.44
2016-09-28,91.44
2016-09-29,91.44
2016-09-30,91.46
2016-10-03,91.44
2016-10-04,91.46
2016-10-05,91.46
2016-10-06,91.46
2016-10-07,91.46
2016-10-10,91.46
2016-10-11,91.44
2016-10-12,91.46
2016-10-13,91.44
2016-10-14,91.44
2016-10-17,91.44
2016-10-18,91.44
2016-10-19,91.46
2016-10-20,91.44
2016-10-21,91.44
2016-10-24,91.44
2016-10-25,91.44
2016-10-26,91.46
2016-10-27,91.44
2016-10-28,91.46
2016-10-31,91.48
2016-11-01,91.46
2016-11-02,91.48
2016-11-03,91.46
2016-11-04,91.48
2016-11-07,91.46
2016-11-08,91.48
2016-11-09,91.44
2016-11-10,91.44
2016-11-11,91.4
2016-11-14,91.44
2016-11-15,91.46
2016-11-16,91.46
2016-11-17,91.48
2016-11-18,91.46
2016-11-21,91.44
2016-11-22,91.44
2016-11-23,91.44
2016-11-25,91.46
2016-11-28,91.44
2016-11-29,91.44
2016-11-30,91.44
2016-12-01,91.44
2016-12-02,91.42
2016-12-05,91.42
2016-12-06,91.44
2016-12-07,91.44
2016-12-08,91.44
2016-12-09,91.44
2016-12-12,91.42
2016-12-13,91.44
2016-12-14,91.44
2016-12-15,91.44
2016-12-16,91.42
2016-12-19,91.44
2016-12-20,91.42
2016-12-21,91.44
2016-12-22,91.42
2016-12-23,91.42
2016-12-27,91.44
2016-12-28,91.42
2016-12-29,91.44
2016-12-30,91.4
2017-01-03,91.44
2017-01-04,91.44
2017-01-05,91.42
2017-01-06,91.44
2017-01-09,91.44
2017-01-10,91.42
2017-01-11,91.44
2017-01-12,91.44
2017-01-13,91.44
2017-01-17,91.44
2017-01-18,91.42
2017-01-19,91.42
2017-01-20,91.44
2017-01-23,91.42
2017-01-24,91.42
2017-01-25,91.44
2017-01-26,91.46
2017-01-27,91.42
2017-01-30,91.46
2017-01-31,91.44
2017-02-01,91.42
2017-02-02,91.42
2017-02-03,91.4
2017-02-06,91.44
2017-02-07,91.44
2017-02-08,91.44
2017-02-09,91.43
2017-02-10,91.42
2017-02-13,91.42
2017-02-14,91.44
2017-02-15,91.42
2017-02-16,91.42
2017-02-17,91.44
2017-02-21,91.42
2017-02-22,91.42
2017-02-23,91.42
2017-02-24,91.42
2017-02-27,91.42
2017-02-28,91.46
2017-03-01,91.4
2017-03-02,91.4
2017-03-03,91.42
2017-03-06,91.44
2017-03-07,91.4
2017-03-08,91.4
2017-03-09,91.4
2017-03-10,91.42
2017-03-13,91.4
2017-03-14,91.4
2017-03-15,91.42
2017-03-16,91.44
2017-03-17,91.44
2017-03-20,91.4196
2017-03-21,91.44
2017-03-22,91.44
2017-03-23,91.42
2017-03-24,91.44
2017-03-27,91.44
2017-03-28,91.44
2017-03-29,91.44
2017-03-30,91.44
2017-03-31,91.42
2017-04-03,91.4
2017-04-04,91.4
2017-04-05,91.4
2017-04-06,91.4
2017-04-07,91.4
2017-04-10,91.4
2017-04-11,91.42
2017-04-12,91.4
2017-04-13,91.42
2017-04-17,91.42
2017-04-18,91.44
2017-04-19,91.44
2017-04-20,91.44
2017-04-21,91.44
2017-04-24,91.42
2017-04-25,91.42
2017-04-26,91.44
2017-04-27,91.42
2017-04-28,91.46
2017-05-01,91.42
2017-05-02,91.4
2017-05-03,91.4
2017-05-04,91.42
2017-05-05,91.4
2017-05-08,91.42
2017-05-09,91.42
2017-05-10,91.44
2017-05-11,91.44
2017-05-12,91.42
2017-05-15,91.44
2017-05-16,91.44
2017-05-17,91.46
2017-05-18,91.46
2017-05-19,91.44
2017-05-22,91.46
2017-05-23,91.46
2017-05-24,91.44
2017-05-25,91.46
2017-05-26,91.48
2017-05-30,91.44
2017-05-31,91.44
2017-06-01,91.42
2017-06-02,91.4
2017-06-05,91.42
2017-06-06,91.4
2017-06-07,91.44
2017-06-08,91.42
2017-06-09,91.44
2017-06-12,91.42
2017-06-13,91.44
2017-06-14,91.42
2017-06-15,91.42
2017-06-16,91.46
2017-06-19,91.44
2017-06-20,91.44
2017-06-21,91.46
2017-06-22,91.48
2017-06-23,91.46
2017-06-26,91.44
2017-06-27,91.44
2017-06-28,91.48
2017-06-29,91.46
2017-06-30,91.48
2017-07-03,91.44
2017-07-05,91.42
2017-07-06,91.44
2017-07-07,91.44
2017-07-10,91.44
2017-07-11,91.44
2017-07-12,91.42
2017-07-13,91.42
2017-07-14,91.46
2017-07-17,91.44
2017-07-18,91.44
2017-07-19,91.44
2017-07-20,91.44
2017-07-21,91.44
2017-07-24,91.44
2017-07-25,91.44
2017-07-26,91.46
2017-07-27,91.48
2017-07-28,91.46
2017-07-31,91.46
2017-08-01,91.42
2017-08-02,91.44
2017-08-03,91.44
2017-08-04,91.44
2017-08-07,91.44
2017-08-08,91.44
2017-08-09,91.44
2017-08-10,91.44
2017-08-11,91.46
2017-08-14,91.44
2017-08-15,91.46
2017-08-16,91.44
2017-08-17,91.46
2017-08-18,91.44
2017-08-21,91.46
2017-08-22,91.48
2017-08-23,91.48
2017-08-24,91.48
2017-08-25,91.46
2017-08-28,91.48
2017-08-29,91.48
2017-08-30,91.48
2017-08-31,91.5
2017-09-01,91.44
2017-09-05,91.4
2017-09-06,91.44
2017-09-07,91.44
2017-09-08,91.42
2017-09-11,91.42
2017-09-12,91.45
2017-09-13,91.46
2017-09-14,91.44
2017-09-15,91.44
2017-09-18,91.44
2017-09-19,91.48
2017-09-20,91.48
2017-09-21,91.48
2017-09-22,91.48
2017-09-25,91.48
2017-09-26,91.48
2017-09-27,91.48
2017-09-28,91.46
2017-09-29,91.5
2017-10-02,91.44
2017-10-03,91.44
2017-10-04,91.42
2017-10-05,91.44
2017-10-06,91.42
2017-10-09,91.42
2017-10-10,91.42
2017-10-11,91.42
2017-10-12,91.46
2017-10-13,91.46
2017-10-16,91.44
2017-10-17,91.46
2017-10-18,91.46
2017-10-19,91.46
2017-10-20,91.48
2017-10-23,91.46
2017-10-24,91.5
2017-10-25,91.5
2017-10-26,91.5
2017-10-27,91.5
2017-10-30,91.48
2017-10-31,91.5
2017-11-01,91.44
2017-11-02,91.42
2017-11-03,91.42
2017-11-06,91.44
2017-11-07,91.44
2017-11-08,91.44
2017-11-09,91.42
2017-11-10,91.44
2017-11-13,91.44
2017-11-14,91.44
2017-11-15,91.44
2017-11-16,91.46
2017-11-17,91.44
2017-11-20,91.46
2017-11-21,91.48
2017-11-22,91.48
2017-11-24,91.46
2017-11-27,91.46
2017-11-28,91.5
2017-11-29,91.48
2017-11-30,91.48
2017-12-01,91.42
2017-12-04,91.43
2017-12-05,91.44
2017-12-06,91.43
2017-12-07,91.44
2017-12-08,91.45
2017-12-11,91.44
2017-12-12,91.45
2017-12-13,91.44
2017-12-14,91.45
2017-12-15,91.46
2017-12-18,91.47
2017-12-19,91.39
2017-12-20,91.39
2017-12-21,91.39
2017-12-22,91.41
2017-12-26,91.4
2017-12-27,91.42
2017-12-28,91.42
2017-12-29,91.4
2018-01-02,91.41
2018-01-03,91.43
2018-01-04,91.44
2018-01-05,91.44
2018-01-08,91.45
2018-01-09,91.45
2018-01-10,91.45
2018-01-11,91.44
2018-01-12,91.47
2018-01-16,91.45
2018-01-17,91.47
2018-01-18,91.47
2018-01-19,91.48
2018-01-22,91.49
2018-01-23,91.49
2018-01-24,91.5
2018-01-25,91.5
2018-01-26,91.52
2018-01-29,91.5
2018-01-30,91.51
2018-01-31,91.52
2018-02-01,91.43
2018-02-02,91.44
2018-02-05,91.43
2018-02-06,91.44
2018-02-07,91.45
2018-02-08,91.44
2018-02-09,91.46
2018-02-12,91.46
2018-02-13,91.46
2018-02-14,91.46
2018-02-15,91.47
2018-02-16,91.48
2018-02-20,91.48
2018-02-21,91.47
2018-02-22,91.48
2018-02-23,91.5
2018-02-26,91.48
2018-02-27,91.5
2018-02-28,91.51
2018-03-01,91.44
2018-03-02,91.45
2018-03-05,91.45
2018-03-06,91.45
2018-03-07,91.45
2018-03-08,91.44
2018-03-09,91.46
2018-03-12,91.47
2018-03-13,91.47
2018-03-14,91.47
2018-03-15,91.46
2018-03-16,91.48
2018-03-19,91.48
2018-03-20,91.47
2018-03-21,91.49
2018-03-22,91.5
2018-03-23,91.51
2018-03-26,91.5
2018-03-27,91.52
2018-03-28,91.53
2018-03-29,91.55
2018-04-02,91.44
2018-04-03,91.43
2018-04-04,91.45
2018-04-05,91.46
2018-04-06,91.46
2018-04-09,91.47
2018-04-10,91.46
2018-04-11,91.48
2018-04-12,91.48
2018-04-13,91.48
2018-04-16,91.5
2018-04-17,91.5
2018-04-18,91.49
2018-04-19,91.51
2018-04-20,91.51
2018-04-23,91.51
2018-04-24,91.52
2018-04-25,91.53
2018-04-26,91.54
2018-04-27,91.55
2018-04-30,91.54
2018-05-01,91.44
2018-05-02,91.45
2018-05-03,91.45
2018-05-04,91.47
2018-05-07,91.47
2018-05-08,91.48
2018-05-09,91.48
2018-05-10,91.48
2018-05-11,91.48
2018-05-14,91.48
2018-05-15,91.5
2018-05-16,91.51
2018-05-17,91.51
2018-05-18,91.52
2018-05-21,91.52
2018-05-22,91.52
2018-05-23,91.53
2018-05-24,91.55
2018-05-25,91.56
2018-05-29,91.56
2018-05-30,91.55
2018-05-31,91.57
2018-06-01,91.45
2018-06-04,91.46
2018-06-05,91.46
2018-06-06,91.45
2018-06-07,91.46
2018-06-08,91.48
2018-06-11,91.49
2018-06-12,91.49
2018-06-13,91.48
2018-06-14,91.51
2018-06-15,91.51
2018-06-18,91.5
2018-06-19,91.52
2018-06-20,91.51
2018-06-21,91.52
2018-06-22,91.53
2018-06-25,91.55
2018-06-26,91.54
2018-06-27,91.56
2018-06-28,91.56
2018-06-29,91.58
2018-07-02,91.44
2018-07-03,91.46
2018-07-05,91.46
2018-07-06,91.48
2018-07-09,91.48
2018-07-10,91.49
2018-07-11,91.49
2018-07-12,91.49
2018-07-13,91.5
2018-07-16,91.51
2018-07-17,91.51
2018-07-18,91.52
2018-07-19,91.53
2018-07-20,91.54
2018-07-23,91.53
2018-07-24,91.55
2018-07-25,91.54
2018-07-26,91.55
2018-07-27,91.57
2018-07-30,91.56
2018-07-31,91.58
2018-08-01,91.45
2018-08-02,91.46
2018-08-03,91.46
2018-08-06,91.47
2018-08-07,91.48
2018-08-08,91.47
2018-08-09,91.48
2018-08-10,91.5
2018-08-13,91.51
2018-08-14,91.49
2018-08-15,91.51
2018-08-16,91.51
2018-08-17,91.52
2018-08-20,91.52
2018-08-21,91.53
2018-08-22,91.53
2018-08-23,91.56
2018-08-24,91.56
2018-08-27,91.57
2018-08-28,91.57
2018-08-29,91.56
2018-08-30,91.6
2018-08-31,91.59
2018-09-04,91.46
2018-09-05,91.45
2018-09-06,91.47
2018-09-07,91.49
2018-09-10,91.49
2018-09-11,91.5
2018-09-12,91.5
2018-09-13,91.5
2018-09-14,91.51
2018-09-17,91.53
2018-09-18,91.53
2018-09-19,91.53
2018-09-20,91.55
2018-09-21,91.55
2018-09-24,91.56
2018-09-25,91.56
2018-09-26,91.56
2018-09-27,91.58
2018-09-28,91.58
2018-10-01,91.44
2018-10-02,91.45
2018-10-03,91.45
2018-10-04,91.47
2018-10-05,91.48
2018-10-08,91.48
2018-10-09,91.47
2018-10-10,91.49
2018-10-11,91.5
2018-10-12,91.5
2018-10-15,91.51
2018-10-16,91.52
2018-10-17,91.52
2018-10-18,91.52
2018-10-19,91.53
2018-10-22,91.55
2018-10-23,91.55
2018-10-24,91.56
2018-10-25,91.57
2018-10-26,91.58
2018-10-29,91.58
2018-10-30,91.58
2018-10-31,91.59
2018-11-01,91.46
2018-11-02,91.46
2018-11-05,91.47
2018-11-06,91.47
2018-11-07,91.48
2018-11-08,91.49
2018-11-09,91.51
2018-11-12,91.5
2018-11-13,91.51
2018-11-14,91.5
2018-11-15,91.53
2018-11-16,91.54
2018-11-19,91.53
2018-11-20,91.55
2018-11-21,91.57
2018-11-23,91.57
2018-11-26,91.58
2018-11-27,91.58
2018-11-28,91.59
2018-11-29,91.6
2018-11-30,91.61
2018-12-03,91.45
2018-12-04,91.46
2018-12-06,91.48
2018-12-07,91.49
2018-12-10,91.5
2018-12-11,91.49
2018-12-12,91.51
2018-12-13,91.52
2018-12-14,91.53
2018-12-17,91.54
2018-12-18,91.54
2018-12-19,91.37
2018-12-20,91.39
2018-12-21,91.41
2018-12-24,91.42
2018-12-26,91.41
2018-12-27,91.44
2018-12-28,91.45
2018-12-31,91.46
2019-01-02,91.45
2019-01-03,91.48
2019-01-04,91.49
2019-01-07,91.49
2019-01-08,91.49
2019-01-09,91.49
2019-01-10,91.5
2019-01-11,91.52
2019-01-14,91.51
2019-01-15,91.53
2019-01-16,91.54
2019-01-17,91.56
2019-01-18,91.56
2019-01-22,91.57
2019-01-23,91.57
2019-01-24,91.6
2019-01-25,91.59
2019-01-28,91.6
2019-01-29,91.6
2019-01-30,91.62
2019-01-31,91.62
2019-02-01,91.45
2019-02-04,91.46
2019-02-05,91.46
2019-02-06,91.48
2019-02-07,91.48
2019-02-08,91.5
2019-02-11,91.49
2019-02-12,91.51
2019-02-13,91.51
2019-02-14,91.53
2019-02-15,91.53
2019-02-19,91.55
2019-02-20,91.55
2019-02-21,91.56
2019-02-22,91.58
2019-02-25,91.57
2019-02-26,91.58
2019-02-27,91.59
2019-02-28,91.61
2019-03-01,91.45
2019-03-04,91.44
2019-03-05,91.45
2019-03-06,91.46
2019-03-07,91.48
2019-03-08,91.49
2019-03-11,91.49
2019-03-12,91.5
2019-03-13,91.51
2019-03-14,91.51
2019-03-15,91.52
2019-03-18,91.53
2019-03-19,91.53
2019-03-20,91.53
2019-03-21,91.56
2019-03-22,91.56
2019-03-25,91.56
2019-03-26,91.57
2019-03-27,91.58
2019-03-28,91.6
2019-03-29,91.6
2019-04-01,91.44
2019-04-02,91.43
2019-04-03,91.44
2019-04-04,91.47
2019-04-05,91.47
2019-04-08,91.47
2019-04-09,91.48
2019-04-10,91.48
2019-04-11,91.51
2019-04-12,91.51
2019-04-15,91.52
2019-04-16,91.52
2019-04-17,91.54
2019-04-18,91.55
2019-04-22,91.55
2019-04-23,91.55
2019-04-24,91.57
2019-04-25,91.59
2019-04-26,91.58
2019-04-29,91.59
2019-04-30,91.6
2019-05-01,91.43
2019-05-02,91.44
2019-05-03,91.45
2019-05-06,91.46
2019-05-07,91.47
2019-05-08,91.47
2019-05-09,91.48
2019-05-10,91.5
2019-05-13,91.49
2019-05-14,91.5
2019-05-15,91.51
2019-05-16,91.52
2019-05-17,91.53
2019-05-20,91.54
2019-05-21,91.54
2019-05-22,91.56
2019-05-23,91.58
2019-05-24,91.58
2019-05-28,91.59
2019-05-29,91.59
2019-05-30,91.62
2019-05-31,91.62
2019-06-03,91.44
2019-06-04,91.46
2019-06-05,91.46
2019-06-06,91.49
2019-06-07,91.48
2019-06-10,91.5
2019-06-11,91.49
2019-06-12,91.5
2019-06-13,91.53
2019-06-14,91.54
2019-06-17,91.54
2019-06-18,91.54
2019-06-19,91.56
2019-06-20,91.57
2019-06-21,91.57
2019-06-24,91.58
2019-06-25,91.58
2019-06-26,91.6
2019-06-27,91.6
2019-06-28,91.61
2019-07-01,91.44
2019-07-02,91.45
2019-07-03,91.48
2019-07-05,91.47
2019-07-08,91.47
2019-07-09,91.48
2019-07-10,91.49
2019-07-11,91.51
2019-07-12,91.52
2019-07-15,91.52
2019-07-16,91.53
2019-07-17,91.53
2019-07-18,91.56
2019-07-19,91.56
2019-07-22,91.56
2019-07-23,91.55
2019-07-24,91.57
2019-07-25,91.59
2019-07-26,91.58
2019-07-29,91.6
2019-07-30,91.6
2019-07-31,91.61
2019-08-01,91.48
2019-08-02,91.48
2019-08-05,91.47
2019-08-06,91.48
2019-08-07,91.5
2019-08-08,91.51
2019-08-09,91.5
2019-08-12,91.52
2019-08-13,91.53
2019-08-14,91.52
2019-08-15,91.56
2019-08-16,91.55
2019-08-19,91.55
2019-08-20,91.56
2019-08-21,91.55
2019-08-22,91.58
2019-08-23,91.57
2019-08-26,91.58
2019-08-27,91.59
2019-08-28,91.58
2019-08-29,91.6
2019-08-30,91.61
2019-09-03,91.46
2019-09-04,91.45
2019-09-05,91.46
2019-09-06,91.47
2019-09-09,91.47
2019-09-10,91.49
2019-09-11,91.48
2019-09-12,91.5
2019-09-13,91.5
2019-09-16,91.5
2019-09-17,91.51
2019-09-18,91.53
2019-09-19,91.53
2019-09-20,91.54
2019-09-23,91.56
2019-09-24,91.56
2019-09-25,91.56
2019-09-26,91.58
2019-09-27,91.58
2019-09-30,91.59
2019-10-01,91.45
2019-10-02,91.45
2019-10-03,91.48
2019-10-04,91.48
2019-10-07,91.49
2019-10-08,91.49
2019-10-09,91.49
2019-10-10,91.51
2019-10-11,91.52
2019-10-14,91.51
2019-10-15,91.52
2019-10-16,91.53
2019-10-17,91.54
2019-10-18,91.54
2019-10-21,91.55
2019-10-22,91.55
2019-10-23,91.55
2019-10-24,91.57
2019-10-25,91.57
2019-10-28,91.56
2019-10-29,91.58
2019-10-30,91.59
2019-10-31,91.6
2019-11-01,91.46
2019-11-04,91.47
2019-11-05,91.46
2019-11-06,91.47
2019-11-07,91.49
2019-11-08,91.49
2019-11-11,91.49
2019-11-12,91.5
2019-11-13,91.5
2019-11-14,91.51
2019-11-15,91.5
2019-11-18,91.52
2019-11-19,91.51
2019-11-20,91.52
2019-11-21,91.52
2019-11-22,91.53
2019-11-25,91.53
2019-11-26,91.54
2019-11-27,91.56
2019-11-29,91.56
2019-12-02,91.45
2019-12-03,91.44
2019-12-04,91.45
2019-12-05,91.47
2019-12-06,91.47
2019-12-09,91.48
2019-12-10,91.48
2019-12-11,91.48
2019-12-12,91.5
2019-12-13,91.48
2019-12-16,91.5
2019-12-17,91.49
2019-12-18,91.51
2019-12-19,91.52
2019-12-20,91.41
2019-12-23,91.41
2019-12-24,91.42
2019-12-26,91.43
2019-12-27,91.42
2019-12-30,91.43
2019-12-31,91.43
2020-01-02,91.46
2020-01-03,91.46
2020-01-06,91.45
2020-01-07,91.45
2020-01-08,91.47
2020-01-09,91.48
2020-01-10,91.48
2020-01-13,91.48
2020-01-14,91.48
2020-01-15,91.49
2020-01-16,91.51
2020-01-17,91.5
2020-01-21,91.51
